Date,max_t,min_t,rain
2015-03-24,31.7,17.1,0.0
2015-03-25,25.2,14.1,0.0
2015-03-26,25.6,16.6,0.3
2015-03-27,30.6,19.0,0.0
2015-03-28,24.3,17.4,0.0
2015-03-29,26.3,18.7,0.0
2015-03-30,25.2,13.9,0.0
2015-03-31,28.0,14.2,0.0
2015-04-01,33.7,19.6,8.6
2015-04-02,25.6,14.2,0.0
2015-04-03,23.9,17.1,0.0
2015-04-04,28.8,15.6,0.0
2015-04-05,23.7,14.3,0.0
2015-04-06,23.0,16.9,0.0
2015-04-07,24.3,18.1,5.2
2015-04-08,31.8,17.8,0.0
2015-04-09,22.2,17.8,0.0
2015-04-10,21.8,14.3,0.0
2015-04-11,17.3,14.7,1.2
2015-04-12,31.7,14.5,0.0
2015-04-13,20.2,13.1,1.5
2015-04-14,28.6,11.8,0.0
2015-04-15,29.5,16.8,0.0
2015-04-16,23.1,12.2,0.0
2015-04-17,28.5,13.7,1.0
2015-04-18,32.4,15.2,4.3
2015-04-19,25.0,15.0,3.1
2015-04-20,28.3,15.6,0.0
2015-04-21,24.9,12.3,0.0
2015-04-22,24.0,17.0,0.0
2015-04-23,23.9,12.6,0.0
2015-04-24,22.2,14.1,1.2
2015-04-25,26.4,12.4,2.8
2015-04-26,33.3,14.2,1.5
2015-04-27,25.5,18.0,6.8
2015-04-28,27.5,18.7,0.0
2015-04-29,25.0,15.4,0.0
2015-04-30,25.5,14.6,5.8
2015-05-01,25.9,11.1,0.0
2015-05-02,19.6,18.8,0.0
2015-05-03,24.3,17.3,0.0
2015-05-04,23.1,12.6,0.0
2015-05-05,20.6,10.7,0.0
2015-05-06,21.6,12.9,0.0
2015-05-07,27.4,16.2,0.0
2015-05-08,25.4,15.2,0.0
2015-05-09,21.7,8.6,0.0
2015-05-10,21.5,11.6,21.2
2015-05-11,26.9,16.5,0.0
2015-05-12,20.0,14.1,0.0
2015-05-13,23.0,14.3,4.4
2015-05-14,21.6,13.8,0.0
2015-05-15,22.9,10.7,0.0
2015-05-16,18.2,15.9,0.0
2015-05-17,29.2,13.7,0.0
2015-05-18,20.8,11.4,0.0
2015-05-19,21.7,12.0,0.0
2015-05-20,22.3,12.6,0.0
2015-05-21,24.3,12.0,0.0
2015-05-22,24.5,10.0,0.0
2015-05-23,24.0,11.8,0.0
2015-05-24,23.1,11.7,0.0
2015-05-25,18.2,13.2,0.0
2015-05-26,15.1,16.1,0.0
2015-05-27,22.5,10.0,0.0
2015-05-28,23.6,11.0,0.0
2015-05-29,21.6,11.5,0.0
2015-05-30,28.0,11.2,0.2
2015-05-31,20.4,7.8,0.0
2015-06-01,19.7,13.5,0.0
2015-06-02,25.0,10.6,0.0
2015-06-03,22.1,10.2,0.0
2015-06-04,21.9,10.9,0.0
2015-06-05,17.4,11.7,0.0
2015-06-06,22.7,14.0,0.0
2015-06-07,16.0,12.1,0.0
2015-06-08,23.1,14.1,8.0
2015-06-09,20.8,11.5,0.0
2015-06-10,19.0,13.4,0.0
2015-06-11,25.2,9.7,0.0
2015-06-12,17.8,12.2,0.0
2015-06-13,21.7,11.8,0.4
2015-06-14,20.8,7.6,5.8
2015-06-15,26.4,13.4,0.0
2015-06-16,20.0,10.3,0.0
2015-06-17,19.0,10.3,4.9
2015-06-18,20.6,11.5,0.0
2015-06-19,25.8,11.0,0.0
2015-06-20,15.8,12.3,0.0
2015-06-21,26.2,11.6,0.0
2015-06-22,22.2,12.7,12.5
2015-06-23,15.7,13.1,0.0
2015-06-24,18.4,9.8,0.0
2015-06-25,16.4,8.0,0.0
2015-06-26,12.8,13.7,0.0
2015-06-27,19.1,10.3,20.8
2015-06-28,18.8,12.2,0.0
2015-06-29,20.8,10.5,3.7
2015-06-30,25.0,13.0,0.0
2015-07-01,22.6,13.5,0.0
2015-07-02,19.6,12.4,0.0
2015-07-03,22.2,12.8,8.7
2015-07-04,17.9,7.8,0.0
2015-07-05,25.9,10.9,0.0
2015-07-06,19.4,13.7,3.8
2015-07-07,22.3,13.2,0.0
2015-07-08,15.2,12.9,0.0
2015-07-09,22.4,14.4,0.0
2015-07-10,22.1,9.0,11.5
2015-07-11,18.4,12.5,0.0
2015-07-12,19.9,11.5,0.0
2015-07-13,18.0,9.7,0.0
2015-07-14,18.7,10.7,0.0
2015-07-15,20.0,10.2,0.8
2015-07-16,23.6,9.5,0.2
2015-07-17,25.2,8.7,0.0
2015-07-18,19.4,9.2,0.0
2015-07-19,18.9,11.3,8.8
2015-07-20,19.8,11.6,28.5
2015-07-21,17.2,6.4,0.0
2015-07-22,17.7,11.4,0.0
2015-07-23,22.0,8.6,0.0
2015-07-24,18.7,13.9,0.0
2015-07-25,19.9,10.1,0.0
2015-07-26,18.9,14.6,0.0
2015-07-27,17.6,13.1,0.0
2015-07-28,21.2,12.2,0.0
2015-07-29,16.5,6.9,0.0
2015-07-30,16.9,10.2,0.0
2015-07-31,23.7,8.6,0.0
2015-08-01,17.1,10.4,1.6
2015-08-02,20.5,8.1,0.0
2015-08-03,19.1,11.3,0.0
2015-08-04,16.8,7.2,0.0
2015-08-05,16.4,11.6,9.5
2015-08-06,22.5,10.3,1.3
2015-08-07,21.2,13.2,0.0
2015-08-08,10.6,12.8,0.4
2015-08-09,22.0,16.7,4.7
2015-08-10,22.0,13.6,0.0
2015-08-11,20.0,12.8,0.1
2015-08-12,18.6,10.4,0.0
2015-08-13,22.6,14.6,0.0
2015-08-14,24.2,11.9,0.0
2015-08-15,17.5,10.6,0.0
2015-08-16,19.0,7.6,0.0
2015-08-17,23.0,12.2,0.0
2015-08-18,22.2,6.5,0.0
2015-08-19,24.4,13.5,2.0
2015-08-20,18.2,8.1,0.0
2015-08-21,25.0,10.2,0.0
2015-08-22,16.7,13.9,0.0
2015-08-23,21.0,12.6,0.0
2015-08-24,19.2,11.7,0.0
2015-08-25,19.3,14.2,0.0
2015-08-26,17.0,9.0,0.0
2015-08-27,19.3,11.2,0.0
2015-08-28,22.3,10.9,0.0
2015-08-29,22.6,11.6,0.0
2015-08-30,21.5,10.0,0.0
2015-08-31,21.0,15.1,0.0
2015-09-01,16.2,11.9,0.0
2015-09-02,24.4,13.4,0.0
2015-09-03,17.4,11.3,14.2
2015-09-04,25.8,11.3,0.0
2015-09-05,26.4,13.4,0.0
2015-09-06,26.5,11.1,0.0
2015-09-07,23.4,11.6,0.0
2015-09-08,23.4,12.0,0.0
2015-09-09,24.9,13.8,3.5
2015-09-10,14.8,13.1,0.0
2015-09-11,27.3,12.2,0.0
2015-09-12,19.2,12.5,0.0
2015-09-13,22.6,13.4,0.0
2015-09-14,21.2,9.9,0.0
2015-09-15,23.4,11.4,0.7
2015-09-16,21.5,11.4,0.0
2015-09-17,22.8,8.3,0.8
2015-09-18,24.1,12.9,0.0
2015-09-19,19.1,11.0,0.0
2015-09-20,23.6,12.9,0.6
2015-09-21,23.6,14.3,0.0
2015-09-22,19.5,16.1,0.0
2015-09-23,27.8,12.8,0.0
2015-09-24,22.0,12.9,1.7
2015-09-25,22.5,12.8,0.0
2015-09-26,24.8,13.4,0.0
2015-09-27,33.2,14.5,0.0
2015-09-28,26.1,13.0,13.9
2015-09-29,24.5,15.1,0.0
2015-09-30,25.7,14.5,0.0
2015-10-01,24.3,10.7,0.0
2015-10-02,25.6,16.6,0.0
2015-10-03,24.4,14.0,0.0
2015-10-04,24.9,11.9,0.0
2015-10-05,25.2,10.8,0.7
2015-10-06,21.9,12.5,0.0
2015-10-07,24.1,16.7,0.0
2015-10-08,24.8,14.7,16.0
2015-10-09,22.7,16.9,0.0
2015-10-10,28.7,16.7,0.0
2015-10-11,22.7,13.2,0.0
2015-10-12,19.1,17.9,0.5
2015-10-13,24.4,13.9,0.0
2015-10-14,20.8,14.9,0.0
2015-10-15,27.2,16.6,0.0
2015-10-16,28.1,15.4,0.0
2015-10-17,27.9,15.9,0.0
2015-10-18,25.2,14.9,0.0
2015-10-19,30.0,21.3,0.0
2015-10-20,29.6,14.1,0.0
2015-10-21,21.7,16.0,0.0
2015-10-22,31.9,15.0,0.0
2015-10-23,21.8,12.4,0.0
2015-10-24,25.9,17.0,0.0
2015-10-25,31.5,13.3,0.0
2015-10-26,26.1,18.5,0.0
2015-10-27,25.2,14.6,0.0
2015-10-28,24.7,15.2,0.0
2015-10-29,27.6,15.7,0.0
2015-10-30,26.6,14.2,0.0
2015-10-31,23.5,15.9,10.5
2015-11-01,26.4,13.5,0.0
2015-11-02,27.1,16.7,6.9
2015-11-03,26.9,16.5,0.0
2015-11-04,24.6,13.7,0.0
2015-11-05,24.9,19.6,3.9
2015-11-06,28.2,15.2,0.0
2015-11-07,30.0,17.1,0.0
2015-11-08,26.2,16.4,0.0
2015-11-09,22.8,16.9,0.0
2015-11-10,30.7,18.0,0.0
2015-11-11,25.6,16.2,0.0
2015-11-12,23.5,15.6,0.0
2015-11-13,34.7,14.7,0.1
2015-11-14,24.9,17.2,0.0
2015-11-15,27.2,15.9,0.0
2015-11-16,27.5,15.8,0.0
2015-11-17,26.9,18.5,2.2
2015-11-18,26.0,17.0,3.3
2015-11-19,25.9,14.0,0.0
2015-11-20,31.7,14.9,0.0
2015-11-21,35.4,17.7,0.0
2015-11-22,26.0,18.6,0.0
2015-11-23,27.0,17.0,0.0
2015-11-24,33.7,18.1,1.2
2015-11-25,30.6,19.4,0.0
2015-11-26,33.5,14.8,0.0
2015-11-27,27.8,18.5,0.0
2015-11-28,26.5,15.2,2.7
2015-11-29,31.3,17.5,14.1
2015-11-30,25.9,20.9,0.0
2015-12-01,35.3,19.8,5.8
2015-12-02,33.1,18.7,0.0
2015-12-03,19.7,19.4,0.0
2015-12-04,32.1,18.4,7.2
2015-12-05,32.1,16.1,9.9
2015-12-06,30.3,20.3,7.8
2015-12-07,30.1,20.3,0.0
2015-12-08,28.0,18.0,11.4
2015-12-09,21.3,17.1,0.0
2015-12-10,31.7,20.2,0.0
2015-12-11,27.8,20.3,0.0
2015-12-12,27.6,18.7,0.0
2015-12-13,28.3,18.2,4.0
2015-12-14,27.5,20.4,0.0
2015-12-15,29.3,21.0,0.0
2015-12-16,25.8,15.3,0.0
2015-12-17,26.1,17.0,0.0
2015-12-18,30.1,17.8,0.0
2015-12-19,25.5,20.2,0.0
2015-12-20,33.3,19.6,0.0
2015-12-21,30.3,18.0,0.0
2015-12-22,24.9,19.3,1.2
2015-12-23,27.9,19.1,0.0
2015-12-24,25.6,19.2,0.0
2015-12-25,31.9,16.2,0.0
2015-12-26,26.1,21.6,0.0
2015-12-27,29.3,21.3,0.0
2015-12-28,29.1,19.4,0.0
2015-12-29,23.4,14.2,7.4
2015-12-30,31.1,14.5,0.0
2015-12-31,25.8,20.7,0.0
2016-01-01,29.5,20.9,0.0
2016-01-02,29.3,16.2,7.0
2016-01-03,32.8,19.6,0.0
2016-01-04,31.6,17.3,5.4
2016-01-05,30.9,16.4,0.0
2016-01-06,27.6,20.9,3.6
2016-01-07,27.9,19.3,5.7
2016-01-08,30.6,19.3,0.0
2016-01-09,29.5,15.8,1.4
2016-01-10,23.7,19.6,6.7
2016-01-11,24.7,18.3,0.0
2016-01-12,28.5,22.3,6.9
2016-01-13,30.4,20.4,0.0
2016-01-14,29.0,18.9,0.0
2016-01-15,29.3,20.4,0.0
2016-01-16,26.9,16.3,0.0
2016-01-17,26.3,19.0,0.0
2016-01-18,31.1,15.9,0.0
2016-01-19,28.1,19.6,0.0
2016-01-20,28.5,20.2,0.0
2016-01-21,31.6,19.5,4.8
2016-01-22,33.0,16.6,0.0
2016-01-23,33.4,17.2,4.3
2016-01-24,33.9,21.0,0.7
2016-01-25,25.5,16.7,0.0
2016-01-26,27.9,19.0,2.6
2016-01-27,29.2,21.3,3.5
2016-01-28,33.7,16.7,0.0
2016-01-29,29.1,20.0,0.0
2016-01-30,30.1,15.5,0.0
2016-01-31,25.8,23.9,0.0
2016-02-01,35.0,20.2,0.0
2016-02-02,29.3,18.1,0.0
2016-02-03,34.6,17.5,10.9
2016-02-04,28.6,21.1,0.0
2016-02-05,34.4,22.6,0.0
2016-02-06,32.1,20.1,0.0
2016-02-07,37.0,21.7,0.0
2016-02-08,29.7,17.1,1.5
2016-02-09,27.6,17.8,0.0
2016-02-10,32.9,18.6,0.0
2016-02-11,28.7,17.1,0.0
2016-02-12,32.2,18.4,0.0
2016-02-13,26.4,18.5,0.0
2016-02-14,34.7,20.5,0.0
2016-02-15,32.6,19.4,0.0
2016-02-16,27.0,17.3,0.0
2016-02-17,29.2,22.1,0.0
2016-02-18,28.8,18.6,5.6
2016-02-19,29.0,22.0,0.0
2016-02-20,40.5,25.5,0.0
2016-02-21,39.3,21.1,0.0
2016-02-22,36.0,24.0,0.0
2016-02-23,30.3,21.3,0.0
2016-02-24,35.7,20.9,0.0
2016-02-25,31.6,18.9,0.0
2016-02-26,29.4,17.8,0.0
2016-02-27,27.6,20.5,5.6
2016-02-28,28.4,13.3,0.0
2016-02-29,24.5,15.4,0.0
2016-03-01,27.6,18.5,0.0
2016-03-02,31.4,14.8,0.0
2016-03-03,27.2,19.0,0.0
2016-03-04,31.4,18.1,0.0
2016-03-05,24.8,18.0,0.0
2016-03-06,26.7,14.6,0.0
2016-03-07,28.9,16.3,0.0
2016-03-08,24.0,13.4,0.0
2016-03-09,27.3,18.0,0.0
2016-03-10,29.1,22.0,0.0
2016-03-11,27.5,18.8,0.0
2016-03-12,30.7,19.5,0.0
2016-03-13,24.3,17.3,0.0
2016-03-14,26.2,16.3,0.0
2016-03-15,28.8,16.8,0.0
2016-03-16,26.2,19.5,0.0
2016-03-17,32.8,16.2,11.4
2016-03-18,25.0,16.0,0.0
2016-03-19,28.8,15.9,0.0
2016-03-20,24.4,14.8,0.0
2016-03-21,22.3,18.9,2.1
2016-03-22,27.2,13.6,0.0
2016-03-23,25.7,12.7,4.4
2016-03-24,31.6,14.1,2.2
2016-03-25,27.2,16.9,0.0
2016-03-26,24.4,15.3,0.0
2016-03-27,27.3,18.7,0.0
2016-03-28,27.1,16.3,2.8
2016-03-29,32.6,15.6,1.3
2016-03-30,21.2,17.2,0.0
2016-03-31,22.1,15.0,0.0
2016-04-01,29.6,16.2,7.6
2016-04-02,25.9,13.8,0.0
2016-04-03,24.4,18.8,2.2
2016-04-04,25.8,16.7,0.0
2016-04-05,21.4,18.3,0.7
2016-04-06,24.4,17.8,0.0
2016-04-07,23.6,17.8,3.9
2016-04-08,26.5,15.2,0.0
2016-04-09,23.3,17.8,0.0
2016-04-10,27.8,19.0,0.0
2016-04-11,22.0,15.7,8.9
2016-04-12,23.3,17.4,0.0
2016-04-13,24.7,15.0,0.0
2016-04-14,21.2,14.7,0.0
2016-04-15,25.6,12.7,0.0
2016-04-16,19.5,15.0,0.0
2016-04-17,20.6,16.4,4.2
2016-04-18,22.7,11.7,0.0
2016-04-19,24.3,13.0,0.0
2016-04-20,21.6,17.5,9.4
2016-04-21,23.5,14.7,0.0
2016-04-22,26.7,15.6,0.0
2016-04-23,25.7,16.8,0.0
2016-04-24,23.7,14.2,0.0
2016-04-25,25.5,14.4,0.0
2016-04-26,16.3,15.7,0.0
2016-04-27,18.2,12.1,0.0
2016-04-28,20.7,16.2,0.0
2016-04-29,22.2,14.7,0.0
2016-04-30,28.7,12.9,0.0
2016-05-01,25.9,12.4,0.0
2016-05-02,23.2,15.5,0.0
2016-05-03,30.3,12.9,0.0
2016-05-04,21.4,11.0,0.0
2016-05-05,24.9,14.6,0.0
2016-05-06,18.3,9.7,0.0
2016-05-07,27.0,15.5,2.9
2016-05-08,18.5,12.5,10.5
2016-05-09,19.1,14.9,0.0
2016-05-10,27.7,10.7,11.1
2016-05-11,24.7,12.6,0.0
2016-05-12,25.3,9.9,0.0
2016-05-13,25.6,14.1,3.0
2016-05-14,25.5,13.3,0.0
2016-05-15,20.3,16.4,0.0
2016-05-16,21.0,12.3,0.0
2016-05-17,19.8,10.6,0.0
2016-05-18,27.6,14.9,0.0
2016-05-19,28.1,9.1,0.0
2016-05-20,23.0,14.0,0.0
2016-05-21,25.8,8.7,0.0
2016-05-22,25.3,12.2,0.0
2016-05-23,26.3,11.8,0.0
2016-05-24,26.3,14.7,0.0
2016-05-25,24.5,13.9,0.0
2016-05-26,25.6,14.7,0.0
2016-05-27,20.0,11.5,0.0
2016-05-28,15.9,9.8,0.0
2016-05-29,15.3,11.8,0.0
2016-05-30,25.6,16.8,0.0
2016-05-31,22.3,14.2,0.0
2016-06-01,20.8,12.4,0.0
2016-06-02,17.3,10.4,0.0
2016-06-03,19.4,12.4,11.6
2016-06-04,21.8,11.1,2.3
2016-06-05,19.9,16.6,0.0
2016-06-06,18.1,9.9,0.0
2016-06-07,19.4,11.7,0.0
2016-06-08,21.6,13.3,3.5
2016-06-09,16.1,10.9,0.0
2016-06-10,17.4,10.4,0.0
2016-06-11,19.6,10.8,0.0
2016-06-12,24.1,14.9,0.0
2016-06-13,25.0,11.7,0.0
2016-06-14,23.0,11.4,0.0
2016-06-15,21.5,12.3,0.0
2016-06-16,22.9,20.0,0.0
2016-06-17,25.2,16.6,0.0
2016-06-18,24.8,18.5,0.0
2016-06-19,21.0,11.0,0.0
2016-06-20,29.8,16.7,0.0
2016-06-21,28.7,17.5,0.0
2016-06-22,27.9,16.2,0.0
2016-06-23,20.7,11.4,0.0
2016-06-24,22.0,12.8,0.0
2016-06-25,24.2,8.6,0.0
2016-06-26,18.3,9.3,0.0
2016-06-27,19.1,17.3,0.0
2016-06-28,17.2,10.4,1.1
2016-06-29,18.5,9.6,0.0
2016-06-30,25.1,11.6,0.0
2016-07-01,15.5,12.9,3.0
2016-07-02,20.0,11.7,22.0
2016-07-03,20.7,11.0,0.0
2016-07-04,22.3,13.9,0.0
2016-07-05,21.5,9.9,0.0
2016-07-06,24.3,10.7,0.0
2016-07-07,17.4,11.7,0.0
2016-07-08,19.6,11.8,0.0
2016-07-09,16.3,9.7,0.0
2016-07-10,18.6,14.0,15.8
2016-07-11,22.9,13.5,16.1
2016-07-12,20.4,13.5,0.0
2016-07-13,16.9,10.8,0.0
2016-07-14,22.7,7.5,5.3
2016-07-15,23.6,10.1,0.4
2016-07-16,22.9,8.8,0.0
2016-07-17,21.0,12.9,3.3
2016-07-18,22.3,11.5,0.0
2016-07-19,20.5,10.8,1.7
2016-07-20,19.5,13.4,0.0
2016-07-21,19.2,13.2,0.0
2016-07-22,16.7,8.3,0.0
2016-07-23,17.0,8.8,0.0
2016-07-24,23.9,10.4,0.0
2016-07-25,21.9,7.2,0.0
2016-07-26,22.4,13.1,0.0
2016-07-27,17.0,9.2,0.0
2016-07-28,17.4,9.7,0.0
2016-07-29,21.3,8.6,2.1
2016-07-30,22.8,10.3,0.0
2016-07-31,21.0,8.9,0.0
2016-08-01,17.6,7.7,0.0
2016-08-02,21.3,11.8,11.1
2016-08-03,22.0,12.3,0.0
2016-08-04,20.8,13.1,0.0
2016-08-05,22.3,10.9,14.1
2016-08-06,21.4,14.2,0.0
2016-08-07,18.9,15.1,0.0
2016-08-08,20.6,13.5,0.0
2016-08-09,21.7,13.0,4.0
2016-08-10,20.7,13.0,0.0
2016-08-11,23.2,9.8,0.0
2016-08-12,21.2,9.9,0.0
2016-08-13,20.5,5.6,0.0
2016-08-14,19.9,12.6,0.0
2016-08-15,20.8,11.1,0.0
2016-08-16,20.6,12.3,0.0
2016-08-17,22.1,11.4,12.1
2016-08-18,21.3,10.6,3.1
2016-08-19,23.4,11.0,4.1
2016-08-20,25.4,9.2,3.5
2016-08-21,18.1,9.2,0.4
2016-08-22,20.5,14.9,0.0
2016-08-23,23.2,9.7,0.0
2016-08-24,18.2,11.0,0.0
2016-08-25,19.6,10.0,0.0
2016-08-26,20.9,12.6,0.0
2016-08-27,23.3,16.1,0.0
2016-08-28,17.7,9.5,0.0
2016-08-29,23.5,11.3,0.0
2016-08-30,21.8,12.4,0.0
2016-08-31,23.6,11.5,0.0
2016-09-01,21.4,11.8,2.6
2016-09-02,24.3,11.4,0.0
2016-09-03,22.7,13.9,0.0
2016-09-04,22.7,15.1,0.0
2016-09-05,22.3,11.9,0.0
2016-09-06,19.0,13.9,0.0
2016-09-07,19.5,11.5,0.0
2016-09-08,24.6,11.9,0.0
2016-09-09,25.0,15.7,0.0
2016-09-10,18.8,11.3,0.0
2016-09-11,24.3,13.3,0.0
2016-09-12,24.4,12.3,0.0
2016-09-13,21.8,11.3,0.0
2016-09-14,28.3,14.8,0.0
2016-09-15,20.3,5.7,2.7
2016-09-16,22.5,11.8,0.0
2016-09-17,19.3,9.6,0.0
2016-09-18,23.5,12.8,0.0
2016-09-19,27.7,12.7,0.0
2016-09-20,26.0,18.1,0.0
2016-09-21,37.9,15.5,0.0
2016-09-22,28.6,15.0,0.0
2016-09-23,27.0,16.0,0.0
2016-09-24,24.3,16.2,0.0
2016-09-25,25.6,16.4,0.0
2016-09-26,28.4,17.8,6.1
2016-09-27,18.8,13.2,0.0
2016-09-28,25.7,15.6,0.0
2016-09-29,23.7,13.0,0.0
2016-09-30,21.3,12.8,0.0
2016-10-01,25.0,11.4,0.0
2016-10-02,24.0,13.2,0.0
2016-10-03,19.3,14.8,0.0
2016-10-04,23.4,15.3,1.5
2016-10-05,23.6,11.0,0.0
2016-10-06,23.0,13.5,0.0
2016-10-07,28.7,15.1,0.0
2016-10-08,30.2,13.0,0.0
2016-10-09,30.8,15.4,9.0
2016-10-10,23.1,15.2,0.0
2016-10-11,26.9,19.1,0.0
2016-10-12,29.0,12.7,0.0
2016-10-13,18.6,13.1,0.0
2016-10-14,25.5,13.4,0.0
2016-10-15,23.8,15.2,0.0
2016-10-16,27.2,13.9,2.3
2016-10-17,22.7,14.8,0.0
2016-10-18,29.6,17.0,0.0
2016-10-19,24.5,16.4,4.4
2016-10-20,29.3,16.8,0.0
2016-10-21,23.7,16.3,0.0
2016-10-22,28.1,15.9,0.0
2016-10-23,27.6,14.8,0.0
2016-10-24,30.0,15.7,0.0
2016-10-25,21.2,17.4,2.5
2016-10-26,27.5,16.7,7.8
2016-10-27,24.5,12.4,0.0
2016-10-28,24.2,17.1,2.8
2016-10-29,28.6,14.1,0.8
2016-10-30,28.6,22.2,0.0
2016-10-31,26.8,17.1,0.0
2016-11-01,25.6,14.4,0.0
2016-11-02,23.5,16.0,0.0
2016-11-03,19.0,14.1,0.0
2016-11-04,24.2,16.6,0.0
2016-11-05,28.5,15.5,0.0
2016-11-06,25.0,15.4,0.0
2016-11-07,29.5,18.4,11.0
2016-11-08,21.8,13.7,0.0
2016-11-09,29.0,14.7,0.0
2016-11-10,25.4,18.4,0.0
2016-11-11,23.5,12.8,0.0
2016-11-12,23.6,16.7,6.0
2016-11-13,26.0,16.0,0.0
2016-11-14,31.4,19.4,0.0
2016-11-15,19.1,18.9,0.0
2016-11-16,29.7,17.2,0.0
2016-11-17,34.7,21.8,0.0
2016-11-18,28.2,14.9,0.0
2016-11-19,22.1,14.8,0.0
2016-11-20,28.0,18.8,9.2
2016-11-21,27.9,18.9,4.0
2016-11-22,29.7,16.4,0.0
2016-11-23,22.3,16.2,4.3
2016-11-24,34.1,15.1,0.0
2016-11-25,28.7,15.4,0.2
2016-11-26,29.7,18.2,0.0
2016-11-27,24.3,17.1,0.0
2016-11-28,27.0,16.3,0.0
2016-11-29,29.6,16.5,0.0
2016-11-30,32.4,17.2,12.5
2016-12-01,32.9,16.3,0.0
2016-12-02,24.5,19.8,0.0
2016-12-03,28.8,16.1,0.0
2016-12-04,28.1,17.8,0.0
2016-12-05,27.6,19.1,0.0
2016-12-06,29.3,12.3,0.0
2016-12-07,21.8,16.5,0.8
2016-12-08,31.1,15.2,0.0
2016-12-09,28.0,18.6,0.0
2016-12-10,30.9,22.3,2.4
2016-12-11,27.3,18.7,0.0
2016-12-12,31.6,19.1,0.0
2016-12-13,30.7,15.9,0.0
2016-12-14,30.2,19.1,0.0
2016-12-15,30.1,19.6,0.0
2016-12-16,32.2,17.8,0.0
2016-12-17,27.2,21.9,0.0
2016-12-18,27.2,19.8,6.2
2016-12-19,32.8,21.3,0.0
2016-12-20,33.5,19.1,6.3
2016-12-21,23.7,18.3,0.0
2016-12-22,28.0,15.2,0.0
2016-12-23,26.8,19.8,1.8
2016-12-24,28.5,19.1,0.0
2016-12-25,22.1,20.2,0.0
2016-12-26,23.1,18.9,0.0
2016-12-27,29.4,17.2,0.9
2016-12-28,28.3,18.3,0.0
2016-12-29,35.3,19.7,0.0
2016-12-30,28.7,20.6,0.0
2016-12-31,37.4,18.0,0.0
2017-01-01,27.1,18.6,0.0
2017-01-02,30.5,23.3,1.8
2017-01-03,26.8,20.3,2.1
2017-01-04,26.3,19.3,0.0
